dataset,NSGA2,SPEA2,PACO
users1.json,0.8218867270891362,0.8049856478846611,0.42319066959625795
users2.json,0.8749952783513243,0.8350899363483565,0.3736954752692069
users3.json,0.5916368830888262,0.9099036155167992,0.3341299561565173
users4.json,0.7566148336326993,0.5900552558340036,0.21973691431491832
users5.json,0.9588674372673912,0.6796276244181636,0.1784614801420366
