config,hv_mean,hv_std,hv_count,exec_time_mean,iterations_mean,pareto_size_mean,pareto_points_mean,runs_mean
high_pheromone_influence,0.281402,0.056633,5,2271.34942,47.445161,9.593548,297.4,31.0
