dataset,hypervolume,num_pareto_points,mean_execution_time,mean_generations,mean_pareto_size,num_runs
users1.json,0.0,47,359.44510850906374,0.0,9.4,5
users2.json,0.0,19,307.73887782096864,0.0,3.8,5
users3.json,0.0,17,440.9059491157532,0.0,3.4,5
users4.json,0.0,23,771.5040549278259,0.0,4.6,5
users5.json,0.0,17,1321.001498413086,0.0,3.4,5
