dataset,config,num_pareto_points,num_runs,hypervolume,mean_execution_time,std_execution_time,mean_generations,std_generations,mean_pareto_size,std_pareto_size
users1.json,uniform_inversion_high_mutation,473,31,0.8218867270891362,230.23699088250436,67.69701206940945,98.48387096774194,28.010218144446497,15.258064516129032,5.841827718498026
users2.json,uniform_inversion_high_mutation,638,31,0.8749952783513243,507.7522768205212,141.12943169662444,124.51612903225806,33.1116108353608,20.580645161290324,6.142260766664209
users3.json,uniform_inversion_high_mutation,529,31,0.5916368830888262,939.4268142331031,423.1463723579167,107.70967741935483,45.23429583016387,17.06451612903226,5.604925736154259
users4.json,uniform_inversion_high_mutation,539,31,0.7566148336326993,2403.2494811319534,1376.6317038578638,146.29032258064515,65.03705819458334,17.387096774193548,5.203456787465603
users5.json,uniform_inversion_high_mutation,520,31,0.9588674372673911,5208.34565941749,1763.7841564475027,177.4516129032258,60.336603510679936,16.774193548387096,3.7649459356042407
