Dataset,Algoritmo,Configuracion,Ejecucion,Hypervolume,Tiempo,Generaciones_Iteraciones,Tamaño_Pareto,Num_Puntos_Pareto,Costo_Medio,Minutos_Medios
users2.json,SPEA2,uniform_inversion_high_mutation,14,0.28339129240977523,421.5534408092499,117,11,11,2406.004545454545,878872.9981818179
users2.json,SPEA2,uniform_inversion_high_mutation,15,0.46900605696906883,1151.688268661499,300,24,24,2297.3016666666667,911847.4341666662
users2.json,SPEA2,uniform_inversion_high_mutation,16,0.35937490362971075,471.3365659713745,136,20,20,2238.6635,839011.511500003
users2.json,SPEA2,uniform_inversion_high_mutation,17,0.4822821710664673,377.72395491600037,105,15,15,2218.3706666666667,891634.273333333
users2.json,SPEA2,uniform_inversion_high_mutation,18,0.3190732397678401,1113.5837070941925,300,33,33,2426.2606060606063,891687.9339393936
users2.json,SPEA2,uniform_inversion_high_mutation,19,0.6586899296918564,734.4003033638,192,19,19,2200.7152631578947,949208.9184210512
users2.json,SPEA2,uniform_inversion_high_mutation,20,0.7497795512214291,1087.7778985500336,300,14,14,1996.5407142857143,916322.0385714292
users2.json,SPEA2,uniform_inversion_high_mutation,21,0.24280057209275382,322.9963231086731,91,2,2,2441.0,871871.1350000015
users2.json,SPEA2,uniform_inversion_high_mutation,22,0.5818499376903719,357.2334887981415,98,11,11,2090.0018181818186,896900.5854545478
users2.json,SPEA2,uniform_inversion_high_mutation,23,0.304428143194395,418.2832624912262,107,2,2,2399.38,912675.7649999999
users2.json,SPEA2,uniform_inversion_high_mutation,24,0.24985687598903397,297.6724774837494,78,2,2,2391.29,881934.3600000014
users2.json,SPEA2,uniform_inversion_high_mutation,25,0.14372709893036417,236.07328414916992,61,14,14,2540.170714285715,850727.352142859
users2.json,SPEA2,uniform_inversion_high_mutation,26,0.6021749514553576,1084.7866671085358,300,17,17,2158.3552941176467,909048.5252941172
users2.json,SPEA2,uniform_inversion_high_mutation,27,0.7879890995312769,996.2866318225861,271,18,18,2040.234444444444,934318.2127777769
users2.json,SPEA2,uniform_inversion_high_mutation,28,0.3388305394587508,1144.196103811264,300,22,22,2362.9372727272726,893559.5277272724
users2.json,SPEA2,uniform_inversion_high_mutation,29,0.21593050068446668,564.9520435333252,150,12,12,2486.9700000000003,883626.3175000022
users2.json,SPEA2,uniform_inversion_high_mutation,30,0.4110334303639064,1162.5906994342804,300,27,27,2289.7022222222226,880425.9259259258
users2.json,SPEA2,uniform_inversion_high_mutation,31,0.27712075669600045,458.1566174030304,115,14,14,2404.3292857142856,874813.3064285734
users3.json,SPEA2,uniform_inversion_high_mutation,1,0.32043816592459384,1783.9330818653107,300,26,26,3449.8511538461544,1374482.284999995
users3.json,SPEA2,uniform_inversion_high_mutation,2,0.6707320787150486,1814.8636922836304,300,27,27,3076.3948148148143,1378152.0585185126
users3.json,SPEA2,uniform_inversion_high_mutation,3,0.232733921381204,1441.6618938446045,231,31,31,3541.918387096775,1366075.1967741842
users3.json,SPEA2,uniform_inversion_high_mutation,4,0.47503594614978745,1853.90545129776,300,45,45,3305.983777777779,1388186.7008888796
users3.json,SPEA2,uniform_inversion_high_mutation,5,0.45234212735961515,1330.969181060791,205,21,21,3294.136190476191,1390204.958571419
users3.json,SPEA2,uniform_inversion_high_mutation,6,0.3956889746953259,978.9131028652191,154,2,2,3211.1949999999997,1356269.4749999924
users3.json,SPEA2,uniform_inversion_high_mutation,7,0.5330650462708061,1962.2126500606537,300,15,15,3140.760666666667,1386553.878666658
users3.json,SPEA2,uniform_inversion_high_mutation,8,0.8850404445568747,1880.979424238205,300,13,13,2873.269230769231,1424264.029230761
users3.json,SPEA2,uniform_inversion_high_mutation,9,0.6523102929761593,1865.3956792354584,300,32,32,3011.9734375000003,1354369.1299999931
users3.json,SPEA2,uniform_inversion_high_mutation,10,0.3901627393447292,1950.1993470191956,300,30,30,3415.501666666666,1393341.2539999909
users3.json,SPEA2,uniform_inversion_high_mutation,11,0.19363960077339676,688.6708333492279,108,15,15,3483.157333333333,1326251.9199999922
users3.json,SPEA2,uniform_inversion_high_mutation,12,0.1684494863104924,323.89323472976685,51,1,1,3469.12,1321617.4499999965
users3.json,SPEA2,uniform_inversion_high_mutation,13,0.4468862975827277,1958.6943039894104,300,43,43,3385.0723255813955,1371574.0218604605
users3.json,SPEA2,uniform_inversion_high_mutation,14,0.41699900691073954,1999.8928940296173,300,16,16,3343.331875,1410372.3712499975
users3.json,SPEA2,uniform_inversion_high_mutation,15,0.23138836605592444,1941.8766837120056,300,30,30,3536.382333333333,1369195.3619999962
users3.json,SPEA2,uniform_inversion_high_mutation,16,0.29823596911749706,1946.4122564792633,300,20,20,3495.6160000000004,1383132.319499991
users3.json,SPEA2,uniform_inversion_high_mutation,17,0.5142459000815336,1940.1333775520325,300,7,7,3173.941428571428,1359965.4871428541
users3.json,SPEA2,uniform_inversion_high_mutation,18,0.5361101641259918,1709.5348672866821,251,17,17,3223.17,1420914.6511764636
users3.json,SPEA2,uniform_inversion_high_mutation,19,0.04782916448277996,273.5531575679779,42,1,1,3651.99,1288282.5699999926
users3.json,SPEA2,uniform_inversion_high_mutation,20,0.33747185157193715,731.7735326290131,115,10,10,3268.408,1328970.6889999977
users3.json,SPEA2,uniform_inversion_high_mutation,21,0.3791561508935498,2010.2202079296112,300,15,15,3424.4266666666667,1397645.1106666627
users3.json,SPEA2,uniform_inversion_high_mutation,22,0.08882888068931992,581.4666192531586,89,2,2,3605.4299999999994,1323947.9299999906
users3.json,SPEA2,uniform_inversion_high_mutation,23,0.2761061640683251,1962.85813498497,300,30,30,3461.3833333333337,1363753.2316666576
users3.json,SPEA2,uniform_inversion_high_mutation,24,0.5757689124941481,2067.149487018585,300,31,31,3196.604838709678,1407023.9022580613
users3.json,SPEA2,uniform_inversion_high_mutation,25,0.09953594962165516,508.1621651649475,75,2,2,3535.6099999999997,1272272.0149999936
users3.json,SPEA2,uniform_inversion_high_mutation,26,0.2026718724790352,843.0804417133331,129,2,2,3443.13,1339561.0099999933
users3.json,SPEA2,uniform_inversion_high_mutation,27,0.43495020306695314,2033.9154303073883,300,10,10,3205.759,1367702.5229999912
users3.json,SPEA2,uniform_inversion_high_mutation,28,0.35502647692148737,2034.519461631775,300,26,26,3406.346153846154,1374359.516153838
users3.json,SPEA2,uniform_inversion_high_mutation,29,0.7145985811784384,2036.8125953674316,300,19,19,3035.493157894737,1410266.89157894
users3.json,SPEA2,uniform_inversion_high_mutation,30,0.13862821372468595,723.9716277122498,111,1,1,3530.69,1333256.8299999936
users3.json,SPEA2,uniform_inversion_high_mutation,31,0.7317932084669487,975.5353212356567,140,10,10,3021.6340000000005,1438436.4199999892
users4.json,SPEA2,uniform_inversion_high_mutation,1,0.2831858683098819,3357.9002816677094,300,20,20,5194.830500000001,2118853.118499999
users4.json,SPEA2,uniform_inversion_high_mutation,2,0.3531949938045866,3429.2121851444244,300,21,21,5052.963333333333,2141165.239047621
users4.json,SPEA2,uniform_inversion_high_mutation,3,0.21705083412159193,3454.9053711891174,300,25,25,5337.3564000000015,2133464.3387999972
users4.json,SPEA2,uniform_inversion_high_mutation,4,0.22843421161616728,3560.543047428131,300,14,14,5328.6385714285725,2164967.543571432
users4.json,SPEA2,uniform_inversion_high_mutation,5,0.1290010192365239,521.6358251571655,44,2,2,5397.875000000002,2036668.589999997
users4.json,SPEA2,uniform_inversion_high_mutation,6,0.2518512984206842,3546.1117520332336,300,39,39,5318.906153846155,2140522.533589745
users4.json,SPEA2,uniform_inversion_high_mutation,7,0.06446249032002226,879.3451225757599,74,6,6,5652.893333333333,2091881.7300000007
users4.json,SPEA2,uniform_inversion_high_mutation,8,0.086291969887973,1213.2119739055634,101,2,2,5512.9400000000005,2020748.0850000011
users4.json,SPEA2,uniform_inversion_high_mutation,9,0.3106858475937045,3589.217777490616,300,18,18,5233.695000000001,2212720.3927777736
users4.json,SPEA2,uniform_inversion_high_mutation,10,0.24478290498915609,3606.386348962784,300,8,8,5220.2300000000005,2129812.132500001
users4.json,SPEA2,uniform_inversion_high_mutation,11,0.32721977399619007,3568.050589799881,300,22,22,5172.298181818182,2149264.900454538
users4.json,SPEA2,uniform_inversion_high_mutation,12,0.1437264639546867,2320.0636847019196,198,2,2,5366.795000000001,2053926.9950000052
users4.json,SPEA2,uniform_inversion_high_mutation,13,0.2502431510275722,2501.7021141052246,202,10,10,5287.351000000001,2178850.9230000074
users4.json,SPEA2,uniform_inversion_high_mutation,14,0.26733959768832083,2767.1355743408203,228,17,17,5210.681764705883,2140180.9741176497
users4.json,SPEA2,uniform_inversion_high_mutation,15,0.4031978533918867,3726.8886907100677,300,24,24,5108.995000000001,2203922.5016666707
users4.json,SPEA2,uniform_inversion_high_mutation,16,0.2598435970486356,3814.3849329948425,300,21,21,5316.4857142857145,2154282.9690476153
users4.json,SPEA2,uniform_inversion_high_mutation,17,0.23030936273864902,3822.462384700775,300,7,7,5291.745714285715,2164390.6528571434
users4.json,SPEA2,uniform_inversion_high_mutation,18,0.26771122907685174,1399.0387425422668,108,2,2,5208.710000000001,2170784.2899999986
users4.json,SPEA2,uniform_inversion_high_mutation,19,0.09669182649239284,1344.2162272930145,109,7,7,5561.784285714285,2086751.1271428547
users4.json,SPEA2,uniform_inversion_high_mutation,20,0.045099879889442564,1335.8310368061066,109,1,1,5638.679999999999,2030886.339999998
users4.json,SPEA2,uniform_inversion_high_mutation,21,0.45059954335890356,3728.35848903656,300,30,30,4892.227000000001,2147516.7489999984
users4.json,SPEA2,uniform_inversion_high_mutation,22,0.0701077941608371,966.957973241806,77,2,2,5598.335,2048797.244999994
users4.json,SPEA2,uniform_inversion_high_mutation,23,0.15302570816672847,1349.6327006816864,109,11,11,5446.990000000001,2101872.0300000045
users4.json,SPEA2,uniform_inversion_high_mutation,24,0.3341591946664172,3827.761689901352,300,27,27,5135.222592592594,2153513.3374074097
users4.json,SPEA2,uniform_inversion_high_mutation,25,0.04437015361579365,780.8135898113251,59,2,2,5665.8150000000005,2043997.8549999977
users4.json,SPEA2,uniform_inversion_high_mutation,26,0.04748716372510345,1069.8703927993774,84,10,10,5672.4580000000005,2028417.5170000023
users4.json,SPEA2,uniform_inversion_high_mutation,27,0.23977299005961267,3894.4107711315155,300,41,41,5391.765121951221,2154706.9656097563
users4.json,SPEA2,uniform_inversion_high_mutation,28,0.5900552558340035,3972.90744638443,300,35,35,4782.180571428573,2238475.938571435
users4.json,SPEA2,uniform_inversion_high_mutation,29,0.11598916121735697,3878.7881915569305,300,28,28,5588.375714285715,2098953.3528571473
users4.json,SPEA2,uniform_inversion_high_mutation,30,0.12808371715544134,1868.1018362045288,142,16,16,5503.988125000001,2109532.0412500054
users4.json,SPEA2,uniform_inversion_high_mutation,31,0.20841519420245552,2618.6639029979706,202,17,17,5419.658235294119,2180162.343529414
users5.json,SPEA2,uniform_inversion_high_mutation,1,0.6796276244181638,2374.354121208191,121,1,1,7563.25,3637473.9899999956
users5.json,SPEA2,uniform_inversion_high_mutation,2,0.3717655378661116,2558.4010741710663,130,2,2,8342.405,3540578.640000005
users5.json,SPEA2,uniform_inversion_high_mutation,3,0.3589395641285324,5849.620342731476,300,18,18,8456.500000000002,3542051.7894444396
users5.json,SPEA2,uniform_inversion_high_mutation,4,0.27047262321927573,5905.930079698563,300,20,20,8657.289500000003,3490204.887999984
users5.json,SPEA2,uniform_inversion_high_mutation,5,0.03846674044763068,1229.1389310359955,61,2,2,9381.740000000002,3264656.5600000164
users5.json,SPEA2,uniform_inversion_high_mutation,6,0.42137737532306657,5907.397944927216,300,27,27,8053.037777777779,3468519.7822222086
users5.json,SPEA2,uniform_inversion_high_mutation,7,0.45941934481992286,6100.717495679855,300,6,6,8106.426666666669,3537657.991666669
users5.json,SPEA2,uniform_inversion_high_mutation,8,0.4697622788944815,6249.292896032333,300,26,26,8118.603846153847,3527457.860384626
users5.json,SPEA2,uniform_inversion_high_mutation,9,0.3710108921515113,6231.586569547653,300,16,16,8332.127500000002,3527459.8425000207
users5.json,SPEA2,uniform_inversion_high_mutation,10,0.3047953629717323,4750.30034160614,231,17,17,8464.675882352942,3478785.287058816
users5.json,SPEA2,uniform_inversion_high_mutation,11,0.47513959305258646,6383.767842531204,293,6,6,8152.331666666668,3626285.3200000036
users5.json,SPEA2,uniform_inversion_high_mutation,12,0.5329580053360028,6444.415804386139,300,20,20,7979.636,3578528.1580000026
users5.json,SPEA2,uniform_inversion_high_mutation,13,0.39813232108216084,6446.979777097702,300,26,26,8357.288846153848,3548852.1284615467
users5.json,SPEA2,uniform_inversion_high_mutation,14,0.14136765360282927,1707.964931488037,81,2,2,8934.670000000002,3415387.3299999945
users5.json,SPEA2,uniform_inversion_high_mutation,15,0.2536193612526032,3989.5449347496033,185,9,9,8707.850000000002,3494454.048888891
users5.json,SPEA2,uniform_inversion_high_mutation,16,0.18172636447562157,6588.324218034744,300,23,23,8944.094347826089,3486935.191304352
users5.json,SPEA2,uniform_inversion_high_mutation,17,0.38354972844286656,6613.303562641144,300,22,22,8362.16681818182,3548293.747272725
users5.json,SPEA2,uniform_inversion_high_mutation,18,0.026535430759977368,920.5348448753357,43,1,1,9330.11,3239399.4200000144
users5.json,SPEA2,uniform_inversion_high_mutation,19,0.30523279026259104,6587.1014993190765,300,21,21,8574.734285714288,3520745.638571448
users5.json,SPEA2,uniform_inversion_high_mutation,20,0.29285632824453794,6484.369377374649,300,35,35,8524.63,3459443.456857147
users5.json,SPEA2,uniform_inversion_high_mutation,21,0.43805519550178756,6587.085443019867,300,13,13,8125.865384615387,3515962.8
users5.json,SPEA2,uniform_inversion_high_mutation,22,0.21966534275182228,1822.6416699886322,82,2,2,8604.240000000002,3407028.1200000085
users5.json,SPEA2,uniform_inversion_high_mutation,23,0.28741258971704153,6879.461978673935,300,32,32,8483.921250000001,3409180.945937487
users5.json,SPEA2,uniform_inversion_high_mutation,24,0.3074740296542152,6839.105396747589,300,32,32,8593.3521875,3548277.1134375
users5.json,SPEA2,uniform_inversion_high_mutation,25,0.26668808192771987,5785.2650690078735,253,18,18,8588.200555555557,3479995.273888893
users5.json,SPEA2,uniform_inversion_high_mutation,26,0.34154005069672766,6871.628860473633,300,39,39,8500.614358974362,3498248.099743607
users5.json,SPEA2,uniform_inversion_high_mutation,27,0.3396781222397887,7133.723085403442,300,14,14,8375.744285714289,3449040.5621428667
users5.json,SPEA2,uniform_inversion_high_mutation,28,0.5250707057610529,6942.980949640274,300,11,11,8039.23090909091,3627262.932727283
users5.json,SPEA2,uniform_inversion_high_mutation,29,0.15927055827462122,2793.051478624344,122,2,2,8790.815000000002,3346401.865000019
users5.json,SPEA2,uniform_inversion_high_mutation,30,0.4778341244365679,5363.303007602692,233,20,20,8115.972000000002,3585833.535500017
users5.json,SPEA2,uniform_inversion_high_mutation,31,0.30104150388952,6870.182543754578,300,17,17,8438.342352941178,3442062.883529441
users1.json,PACO,high_pheromone_influence,1,0.28062894485798173,967.627607345581,57,9,9,1034.59,443581.99111111066
users1.json,PACO,high_pheromone_influence,2,0.315771812392281,722.0832462310791,42,6,6,1047.9533333333331,449695.23999999993
users1.json,PACO,high_pheromone_influence,3,0.3317185822073353,477.5747067928314,28,6,6,1013.7583333333332,448030.455
users1.json,PACO,high_pheromone_influence,4,0.29084226593023976,717.6788251399994,41,9,9,1029.361111111111,443899.8399999999
users1.json,PACO,high_pheromone_influence,5,0.3522377294899178,731.3815689086914,42,9,9,1024.6255555555554,453679.99555555487
users1.json,PACO,high_pheromone_influence,6,0.30487535947706323,1326.1317217350006,77,9,9,1024.312222222222,447009.67444444395
users1.json,PACO,high_pheromone_influence,7,0.2583230608722964,455.1692280769348,28,9,9,1063.2755555555552,442432.8155555546
users1.json,PACO,high_pheromone_influence,8,0.3956686269986526,424.4282810688019,26,4,4,1018.7974999999999,463084.1799999997
users1.json,PACO,high_pheromone_influence,9,0.2905115262578304,1091.788779258728,65,8,8,984.8775,439337.9937499992
users1.json,PACO,high_pheromone_influence,10,0.2333217678986244,805.2218203544617,49,8,8,1054.2837499999998,439523.51624999964
users1.json,PACO,high_pheromone_influence,11,0.2965536941662684,969.9268057346344,59,12,12,1019.3658333333333,444987.29083333234
users1.json,PACO,high_pheromone_influence,12,0.2718778352637712,589.1317873001099,36,9,9,1034.4688888888888,442584.32777777704
users1.json,PACO,high_pheromone_influence,13,0.22066543380516299,1040.785717010498,63,10,10,1029.692,434675.28299999994
users1.json,PACO,high_pheromone_influence,14,0.3406961066975851,1398.7875125408173,85,11,11,1008.9345454545454,451053.4109090907
users1.json,PACO,high_pheromone_influence,15,0.2408150557232424,719.8425409793854,44,7,7,1015.1414285714288,436862.8928571424
users1.json,PACO,high_pheromone_influence,16,0.356830161958605,577.6735010147095,34,7,7,995.3428571428573,451510.4457142848
users1.json,PACO,high_pheromone_influence,17,0.3533272709697516,743.1354749202728,42,9,9,1038.1788888888889,454613.78444444406
users1.json,PACO,high_pheromone_influence,18,0.347477476282145,1573.5649583339691,89,9,9,991.6100000000001,449694.4877777778
users1.json,PACO,high_pheromone_influence,19,0.3146459367946639,716.9761481285095,41,9,9,1010.9911111111111,447582.48111111094
users1.json,PACO,high_pheromone_influence,20,0.32629023932549983,1029.0233659744263,58,8,8,971.8575000000001,445461.8749999994
users1.json,PACO,high_pheromone_influence,21,0.2583816290137001,935.3571178913116,51,10,10,1053.37,437901.8559999991
users1.json,PACO,high_pheromone_influence,22,0.3213082141380955,610.8257474899292,30,6,6,1008.3050000000002,448677.41999999946
users1.json,PACO,high_pheromone_influence,23,0.25679625401346734,1180.9163827896118,68,9,9,1056.5544444444445,443459.51222222205
users1.json,PACO,high_pheromone_influence,24,0.27094898594599726,558.3245315551758,32,12,12,1054.386666666667,441298.26916666655
users1.json,PACO,high_pheromone_influence,25,0.3074335727898753,587.0265502929688,34,5,5,992.116,444355.5939999996
users1.json,PACO,high_pheromone_influence,26,0.35383110807204965,1064.299643278122,59,5,5,996.5780000000002,451498.5819999995
users1.json,PACO,high_pheromone_influence,27,0.35373911969163374,359.89031314849854,21,6,6,989.2733333333332,446927.471666666
users1.json,PACO,high_pheromone_influence,28,0.28127296166833204,548.1494705677032,32,10,10,1044.5549999999998,442194.6109999997
users1.json,PACO,high_pheromone_influence,29,0.32858118637109734,838.7787792682648,49,9,9,997.0511111111113,447303.12777777785
users1.json,PACO,high_pheromone_influence,30,0.29037870071082844,673.808629989624,38,7,7,953.6514285714287,439500.2914285716
users1.json,PACO,high_pheromone_influence,31,0.39743143560677696,1050.261952161789,59,12,12,1012.9608333333332,459462.2549999995
users2.json,PACO,high_pheromone_influence,1,0.279690712126963,1229.1125593185425,49,6,6,1915.6200000000006,741154.8350000005
users2.json,PACO,high_pheromone_influence,2,0.2573636907659528,1389.3421959877014,53,11,11,1945.2000000000007,740011.2272727289
users2.json,PACO,high_pheromone_influence,3,0.3551974814976561,1372.394901752472,48,9,9,1901.254444444445,766506.0844444451
users2.json,PACO,high_pheromone_influence,4,0.33247934279810604,1561.1297240257263,55,4,4,1940.0350000000003,769823.1275000002
users2.json,PACO,high_pheromone_influence,5,0.35824285120985366,1615.6706328392029,61,9,9,1878.0822222222228,762967.1266666664
users2.json,PACO,high_pheromone_influence,6,0.2713330655942056,2068.812070131302,80,16,16,1872.5950000000005,739783.66625
users2.json,PACO,high_pheromone_influence,7,0.30918994358868945,1067.658126592636,40,6,6,1891.0666666666668,752876.8150000001
users2.json,PACO,high_pheromone_influence,8,0.3127749247725509,990.301971912384,36,9,9,1918.2611111111119,748641.1500000018
users2.json,PACO,high_pheromone_influence,9,0.2686984020301003,2757.4059171676636,97,13,13,1915.7815384615385,741381.0092307712
users2.json,PACO,high_pheromone_influence,10,0.3155395778240374,697.8872554302216,23,6,6,1864.298333333334,754371.7366666679
users2.json,PACO,high_pheromone_influence,11,0.25840082741734777,922.700222492218,35,5,5,1902.5760000000005,740154.0680000013
users2.json,PACO,high_pheromone_influence,12,0.2529053724590751,1711.6368374824524,68,9,9,1906.7966666666673,730324.8511111119
users2.json,PACO,high_pheromone_influence,13,0.2878835754851563,1884.2199935913086,76,11,11,1898.695454545455,742103.270000001
users2.json,PACO,high_pheromone_influence,14,0.2750269820449586,1829.326542377472,74,13,13,1898.6400000000006,738677.923076924
users2.json,PACO,high_pheromone_influence,15,0.2952895936849007,1098.3828027248383,44,10,10,1953.4220000000005,743460.6490000015
users2.json,PACO,high_pheromone_influence,16,0.26096792303528066,1895.199904680252,76,15,15,1924.6433333333339,732219.8206666686
users2.json,PACO,high_pheromone_influence,17,0.2716510625835372,1819.3191094398499,73,13,13,1928.3492307692313,741181.6507692323
users2.json,PACO,high_pheromone_influence,18,0.3218803303657143,2301.905336856842,92,10,10,1917.1860000000004,754194.5940000017
users2.json,PACO,high_pheromone_influence,19,0.28509553961688505,645.3657205104828,26,9,9,1963.5333333333338,747859.0477777777
users2.json,PACO,high_pheromone_influence,20,0.28681418308207457,896.0816876888275,36,7,7,1928.401428571429,746978.0871428587
users2.json,PACO,high_pheromone_influence,21,0.2556024953068651,1857.3256731033325,75,15,15,1886.5426666666672,735754.8020000011
users2.json,PACO,high_pheromone_influence,22,0.3153114807692936,1803.8158791065216,72,14,14,1907.621428571429,748635.6342857146
users2.json,PACO,high_pheromone_influence,23,0.2853321582296278,1225.1022877693176,49,12,12,1941.0725000000004,745256.5325000016
users2.json,PACO,high_pheromone_influence,24,0.300960599621396,1623.8200025558472,65,12,12,1927.1141666666672,752170.2866666679
users2.json,PACO,high_pheromone_influence,25,0.30161960146867106,1596.0325326919556,64,10,10,1909.038,750537.6670000006
users2.json,PACO,high_pheromone_influence,26,0.3288717917754152,2088.2345213890076,84,10,10,1937.7230000000004,760563.0950000014
users2.json,PACO,high_pheromone_influence,27,0.34422367377040736,2483.1274020671844,100,9,9,1856.4133333333339,760076.3400000003
users2.json,PACO,high_pheromone_influence,28,0.2779836706545277,648.1520941257477,26,7,7,1855.058571428572,741587.2328571436
users2.json,PACO,high_pheromone_influence,29,0.26397459729460493,1151.881595134735,46,9,9,1923.0366666666673,739036.8633333336
users2.json,PACO,high_pheromone_influence,30,0.354271123556772,2216.289346218109,89,14,14,1931.1292857142864,766649.8021428575
users2.json,PACO,high_pheromone_influence,31,0.30979489631591633,749.8419613838196,30,4,4,1854.1725000000006,749260.9950000001
users3.json,PACO,high_pheromone_influence,1,0.26536054266402087,2880.9771003723145,73,14,14,2725.9057142857137,1192708.142142852
users3.json,PACO,high_pheromone_influence,2,0.23136970317407293,3228.4070031642914,81,12,12,2749.6508333333327,1182895.1833333296
users3.json,PACO,high_pheromone_influence,3,0.3020906929934072,1019.8705811500549,25,7,7,2754.2914285714282,1202625.6585714244
users3.json,PACO,high_pheromone_influence,4,0.27558939044505454,3109.4388313293457,75,6,6,2738.9349999999995,1202526.6366666614
users3.json,PACO,high_pheromone_influence,5,0.24577035711919779,2367.9160585403442,57,11,11,2713.294545454545,1183622.1318181767
users3.json,PACO,high_pheromone_influence,6,0.26813496594172304,1627.4273686408997,36,3,3,2696.8333333333326,1190633.5966666602
users3.json,PACO,high_pheromone_influence,7,0.24297986065249833,3598.0741391181946,53,13,13,2724.264615384615,1183827.949230763
users3.json,PACO,high_pheromone_influence,8,0.225805351040279,1775.4197716712952,27,9,9,2800.478888888889,1178787.6544444344
users3.json,PACO,high_pheromone_influence,9,0.30888974177377526,1872.3106174468994,24,6,6,2763.5149999999994,1207439.834999995
users3.json,PACO,high_pheromone_influence,10,0.26905857341468126,4907.8779628276825,79,13,13,2711.6069230769226,1187646.7253846098
users3.json,PACO,high_pheromone_influence,11,0.2816844709292533,846.2275085449219,22,7,7,2776.138571428571,1192191.8299999929
users3.json,PACO,high_pheromone_influence,12,0.30934737307820276,2307.126889228821,60,12,12,2720.589166666666,1203392.4466666605
users3.json,PACO,high_pheromone_influence,13,0.318151934408945,2073.65961933136,54,6,6,2790.603333333333,1207396.8216666616
users3.json,PACO,high_pheromone_influence,14,0.2714818189005215,2305.153030395508,59,9,9,2791.703333333333,1192881.9266666616
users3.json,PACO,high_pheromone_influence,15,0.28514635002414945,2805.073760032654,73,13,13,2740.715384615384,1191304.2215384585
users3.json,PACO,high_pheromone_influence,16,0.23873806435693637,2488.40243601799,64,8,8,2759.605,1187348.9599999944
users3.json,PACO,high_pheromone_influence,17,0.21886422870544592,3197.3865134716034,79,16,16,2718.5024999999996,1169777.4818749947
users3.json,PACO,high_pheromone_influence,18,0.2606525107639897,2041.625634431839,50,9,9,2791.6499999999996,1196917.455555548
users3.json,PACO,high_pheromone_influence,19,0.27752297129192127,2721.8405616283417,67,11,11,2744.6272727272726,1202806.4799999953
users3.json,PACO,high_pheromone_influence,20,0.2874703925490919,3192.306777715683,79,9,9,2704.998888888889,1187337.0122222176
users3.json,PACO,high_pheromone_influence,21,0.28061205976945675,2327.4188888072968,58,6,6,2763.876666666667,1198740.596666658
users3.json,PACO,high_pheromone_influence,22,0.2543153906104693,2799.7495908737183,70,6,6,2713.7949999999996,1186296.2666666603
users3.json,PACO,high_pheromone_influence,23,0.26001160924100697,2694.33744764328,68,11,11,2696.9672727272728,1182108.3581818128
users3.json,PACO,high_pheromone_influence,24,0.2966886319439538,2060.5661618709564,51,6,6,2765.01,1201804.0416666602
users3.json,PACO,high_pheromone_influence,25,0.3340924712871137,1652.9127867221832,40,8,8,2730.88125,1214391.8087499968
users3.json,PACO,high_pheromone_influence,26,0.30531568728674985,2509.2696738243103,61,8,8,2705.17375,1203655.0449999943
users3.json,PACO,high_pheromone_influence,27,0.2647686406611784,1319.2061109542847,32,6,6,2721.3699999999994,1190105.91833333
users3.json,PACO,high_pheromone_influence,28,0.29881453268758706,2286.179701089859,56,12,12,2765.74,1202103.9608333288
users3.json,PACO,high_pheromone_influence,29,0.23756212693306977,1791.2126133441925,44,9,9,2706.4811111111107,1183915.1144444384
users3.json,PACO,high_pheromone_influence,30,0.2901597865077102,2938.965178012848,72,11,11,2771.1854545454544,1200932.801818178
users3.json,PACO,high_pheromone_influence,31,0.2498626167372363,2015.6453545093536,49,6,6,2660.8233333333333,1170595.9166666598
users4.json,PACO,high_pheromone_influence,1,0.1599636768742797,2151.3462584018707,30,9,9,4399.624444444447,1816970.3155555725
users4.json,PACO,high_pheromone_influence,2,0.15921226576181935,2771.448619365692,39,10,10,4519.984000000002,1820995.192000011
users4.json,PACO,high_pheromone_influence,3,0.16520803722050126,2902.1379482746124,41,10,10,4477.5210000000025,1819542.8710000105
users4.json,PACO,high_pheromone_influence,4,0.1876633793549041,2280.7079133987427,32,10,10,4362.671000000002,1804947.3090000104
users4.json,PACO,high_pheromone_influence,5,0.17089354469282741,5676.196487903595,80,9,9,4404.700000000003,1816382.9322222327
users4.json,PACO,high_pheromone_influence,6,0.18507309964749852,4478.877387523651,63,14,14,4350.231428571431,1821599.279285727
users4.json,PACO,high_pheromone_influence,7,0.15121552428536483,2563.2686491012573,20,9,9,4523.338888888891,1819805.1766666742
users4.json,PACO,high_pheromone_influence,8,0.1913131170858301,4127.64914226532,46,6,6,4385.5333333333365,1832251.781666681
users4.json,PACO,high_pheromone_influence,9,0.18557624531140063,2579.77734541893,36,9,9,4447.842222222225,1826088.2700000159
users4.json,PACO,high_pheromone_influence,10,0.1844084832358378,4062.2768881320953,55,8,8,4399.245000000003,1816283.606250017
users4.json,PACO,high_pheromone_influence,11,0.17768530056131748,4353.919156551361,48,9,9,4461.346666666669,1826471.640000016
users4.json,PACO,high_pheromone_influence,12,0.16473236974803873,5218.371748924255,66,14,14,4465.463571428573,1803834.3792857272
users4.json,PACO,high_pheromone_influence,13,0.15968679100667546,6343.2681183815,81,19,19,4432.429473684213,1803408.2736842209
users4.json,PACO,high_pheromone_influence,14,0.15337547269491145,3442.7414848804474,48,11,11,4352.165454545458,1798366.8209091001
