dataset,config,hypervolume,num_points,num_pareto_points,num_runs,mean_execution_time,mean_generations,mean_pareto_size
users1.json,uniform_inversion_high_mutation,1.2765666290168536,58,13,5,200.1315179824829,110.2,11.6
users2.json,uniform_inversion_high_mutation,0.8269389394663391,81,19,5,283.5725992202759,84.2,16.2
users3.json,uniform_inversion_high_mutation,0.8974163373831109,81,14,5,690.4139045238495,120.8,16.2
users4.json,uniform_inversion_high_mutation,0.949584011735781,85,45,5,1326.4484680652617,132.2,17.0
users5.json,uniform_inversion_high_mutation,0.9499544083750322,93,15,5,2717.5684711456297,161.6,18.6
