dataset,hypervolume,num_pareto_points,mean_execution_time,mean_generations,mean_pareto_size,num_runs
users1.json,1.2765666290168536,13,200.1315179824829,110.2,11.6,5
users2.json,0.8269389394663391,19,283.5725992202759,84.2,16.2,5
users3.json,0.8974163373831109,14,690.4139045238495,120.8,16.2,5
users4.json,0.949584011735781,45,1326.4484680652617,132.2,17.0,5
users5.json,0.9499544083750322,15,2717.5684711456297,161.6,18.6,5
