config,hv_mean,hv_std,hv_count,exec_time_mean,generations_mean,pareto_size_mean,pareto_points_mean,runs_mean
balanced_original,0.0,0.0,5,640.119098,0.0,4.92,24.6,5.0
fast_evaporation_explorative,0.0,0.0,5,721.01442,0.0,7.08,35.4,5.0
high_heuristic_influence,0.0,0.0,5,624.554735,0.0,4.28,21.4,5.0
high_pheromone_influence,0.0,0.0,5,1308.236926,0.0,15.48,77.4,5.0
minimal_guidance,0.0,0.0,5,2967.921684,0.0,8.68,43.4,5.0
slow_evaporation_exploitative,0.0,0.0,5,676.389364,0.0,5.8,29.0,5.0
