dataset,hypervolume,num_pareto_points,mean_execution_time,mean_generations,mean_pareto_size,num_runs
users1.json,0.8049856478846611,293,222.40807109494364,103.48387096774194,9.451612903225806,31
users2.json,0.8350899363483565,453,640.0835400396778,173.90322580645162,14.612903225806452,31
users3.json,0.9099036155167992,550,1488.8761334649978,229.06451612903226,17.741935483870968,31
users4.json,0.5900552558340036,487,2635.951956364416,214.38709677419354,15.709677419354838,31
users5.json,0.6796276244181636,500,5264.88632490558,243.06451612903226,16.129032258064516,31
