dataset,min_cost,max_cost,min_minutes,max_minutes
users1.json,925.32,1511.02,407157.96999999974,545108.8600000001
users2.json,1797.0399999999997,2692.0299999999997,672129.4200000003,956846.5299999974
users3.json,2725.9899999999993,3746.3600000000006,1120621.239999992,1444823.75999999
users4.json,3931.9200000000005,5784.480000000001,1729542.6700000092,2255404.8400000106
users5.json,6651.970000000004,9496.410000000002,2908574.359999998,3637473.9899999956
